Package	Required_version	filename	downloadlink
hunspell	2.9	hunspell_2.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/hunspell/hunspell_2.9.tar.gz
hydroTSM	0.5-1	hydroTSM_0.5-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/hydroTSM/hydroTSM_0.5-1.tar.gz
IBrokers	0.9-12	IBrokers_0.9-12.tar.gz	https://cran.r-project.org/src/contrib/Archive/IBrokers/IBrokers_0.9-12.tar.gz
ifultools	2.0-4	ifultools_2.0-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/ifultools/ifultools_2.0-4.tar.gz
igraph	1.2.1	igraph_1.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/igraph/igraph_1.2.1.tar.gz
imager	0.40.2	imager_0.40.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/imager/imager_0.40.2.tar.gz
imputeTS	2.7	imputeTS_2.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/imputeTS/imputeTS_2.7.tar.gz
incidence	1.7.2	incidence_1.7.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/incidence/incidence_1.7.2.tar.gz
influenceR	0.1.0	influenceR_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/influenceR/influenceR_0.1.0.tar.gz
InformationValue	1.2.3	InformationValue_1.2.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/InformationValue/InformationValue_1.2.3.tar.gz
inline	0.3.14	inline_0.3.14.tar.gz	https://cran.r-project.org/src/contrib/Archive/inline/inline_0.3.14.tar.gz
intervals	0.15.1	intervals_0.15.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/intervals/intervals_0.15.1.tar.gz
inum	1.0-0	inum_1.0-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/inum/inum_1.0-0.tar.gz
investr	1.4.2	investr_1.4.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/investr/investr_1.4.2.tar.gz
ipred	0.9-6	ipred_0.9-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/ipred/ipred_0.9-6.tar.gz
irlba	2.3.2	irlba_2.3.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/irlba/irlba_2.3.2.tar.gz
irr	0.84	irr_0.84.tar.gz	https://cran.r-project.org/src/contrib/Archive/irr/irr_0.84.tar.gz
isoband	0.2.0	isoband_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/isoband/isoband_0.2.0.tar.gz
ISOcodes	2017.09.27	ISOcodes_2017.09.27.tar.gz	https://cran.r-project.org/src/contrib/Archive/ISOcodes/ISOcodes_2017.09.27.tar.gz
iterators	1.0.9	iterators_1.0.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/iterators/iterators_1.0.9.tar.gz
janeaustenr	0.1.5	janeaustenr_0.1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/janeaustenr/janeaustenr_0.1.5.tar.gz
janitor	1.0.0	janitor_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/janitor/janitor_1.0.0.tar.gz
jmvcore	1.0.8	jmvcore_1.0.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/jmvcore/jmvcore_1.0.8.tar.gz
jpeg	0.1-8	jpeg_0.1-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/jpeg/jpeg_0.1-8.tar.gz
jqr	1.0.0	jqr_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/jqr/jqr_1.0.0.tar.gz
jsonlite	1.6	jsonlite_1.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/jsonlite/jsonlite_1.6.tar.gz
jsonvalidate	1.0.0	jsonvalidate_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/jsonvalidate/jsonvalidate_1.0.0.tar.gz
jtools	0.9.4	jtools_0.9.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/jtools/jtools_0.9.4.tar.gz
kableExtra	0.7.0	kableExtra_0.7.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/kableExtra/kableExtra_0.7.0.tar.gz
Kendall	2.2	Kendall_2.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/Kendall/Kendall_2.2.tar.gz
kernlab	0.9-25	kernlab_0.9-25.tar.gz	https://cran.r-project.org/src/contrib/Archive/kernlab/kernlab_0.9-25.tar.gz
KernSmooth	2.23-15	KernSmooth_2.23-15.tar.gz	https://cran.r-project.org/src/contrib/Archive/KernSmooth/KernSmooth_2.23-15.tar.gz
KFKSDS	1.6	KFKSDS_1.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/KFKSDS/KFKSDS_1.6.tar.gz
kinship2	1.6.4	kinship2_1.6.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/kinship2/kinship2_1.6.4.tar.gz
kknn	1.3.1	kknn_1.3.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/kknn/kknn_1.3.1.tar.gz
klaR	0.6-14	klaR_0.6-14.tar.gz	https://cran.r-project.org/src/contrib/Archive/klaR/klaR_0.6-14.tar.gz
km.ci	0.5-2	km.ci_0.5-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/km.ci/km.ci_0.5-2.tar.gz
KMsurv	0.1-5	KMsurv_0.1-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/KMsurv/KMsurv_0.1-5.tar.gz
knitr	1.20	knitr_1.20.tar.gz	https://cran.r-project.org/src/contrib/Archive/knitr/knitr_1.20.tar.gz
ks	1.11.0	ks_1.11.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ks/ks_1.11.0.tar.gz
labeling	0.3	labeling_0.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/labeling/labeling_0.3.tar.gz
labelled	1.0.1	labelled_1.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/labelled/labelled_1.0.1.tar.gz
laeken	0.4.6	laeken_0.4.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/laeken/laeken_0.4.6.tar.gz
Lahman	6.0-0	Lahman_6.0-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/Lahman/Lahman_6.0-0.tar.gz
lambda.r	1.2	lambda.r_1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/lambda.r/lambda.r_1.2.tar.gz
lars	1.2	lars_1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/lars/lars_1.2.tar.gz
later	1.0.0	later_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/later/later_1.0.0.tar.gz
latex2exp	0.4.0	latex2exp_0.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/latex2exp/latex2exp_0.4.0.tar.gz
lattice	0.20-35	lattice_0.20-35.tar.gz	https://cran.r-project.org/src/contrib/Archive/lattice/lattice_0.20-35.tar.gz
latticeExtra	0.6-28	latticeExtra_0.6-28.tar.gz	https://cran.r-project.org/src/contrib/Archive/latticeExtra/latticeExtra_0.6-28.tar.gz
lava	1.6.1	lava_1.6.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/lava/lava_1.6.1.tar.gz
lavaan	0.5-23.1097	lavaan_0.5-23.1097.tar.gz	https://cran.r-project.org/src/contrib/Archive/lavaan/lavaan_0.5-23.1097.tar.gz
lazyeval	0.2.1	lazyeval_0.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/lazyeval/lazyeval_0.2.1.tar.gz
lda	1.4.2	lda_1.4.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/lda/lda_1.4.2.tar.gz
leaflet	2.0.2	leaflet_2.0.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/leaflet/leaflet_2.0.2.tar.gz
leaflet.esri	0.2	leaflet.esri_0.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/leaflet.esri/leaflet.esri_0.2.tar.gz
leaflet.extras	0.2	leaflet.extras_0.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/leaflet.extras/leaflet.extras_0.2.tar.gz
leaps	3.0	leaps_3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/leaps/leaps_3.0.tar.gz
LearnBayes	2.15.1	LearnBayes_2.15.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/LearnBayes/LearnBayes_2.15.1.tar.gz
lexicon	1.2.1	lexicon_1.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/lexicon/lexicon_1.2.1.tar.gz
libcoin	1.0-1	libcoin_1.0-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/libcoin/libcoin_1.0-1.tar.gz
LiblineaR	2.10-8	LiblineaR_2.10-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/LiblineaR/LiblineaR_2.10-8.tar.gz
LICORS	0.2.0	LICORS_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/LICORS/LICORS_0.2.0.tar.gz
lifecycle	0.1.0	lifecycle_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/lifecycle/lifecycle_0.1.0.tar.gz
likert	1.3.5	likert_1.3.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/likert/likert_1.3.5.tar.gz
limSolve	1.5.5.3	limSolve_1.5.5.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/limSolve/limSolve_1.5.5.3.tar.gz
linelist	0.0.40.9000	linelist_0.0.40.9000.tar.gz	https://cran.r-project.org/src/contrib/Archive/linelist/linelist_0.0.40.9000.tar.gz
linprog	0.9-2	linprog_0.9-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/linprog/linprog_0.9-2.tar.gz
listenv	0.7.0	listenv_0.7.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/listenv/listenv_0.7.0.tar.gz
lm.beta	1.5-1	lm.beta_1.5-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/lm.beta/lm.beta_1.5-1.tar.gz
lme4	1.1-16	lme4_1.1-16.tar.gz	https://cran.r-project.org/src/contrib/Archive/lme4/lme4_1.1-16.tar.gz
lmm	1.0	lmm_1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/lmm/lmm_1.0.tar.gz
lmtest	0.9-35	lmtest_0.9-35.tar.gz	https://cran.r-project.org/src/contrib/Archive/lmtest/lmtest_0.9-35.tar.gz
locfit	1.5-9.1	locfit_1.5-9.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/locfit/locfit_1.5-9.1.tar.gz
locpol	0.6-0	locpol_0.6-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/locpol/locpol_0.6-0.tar.gz
LogicReg	1.5.9	LogicReg_1.5.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/LogicReg/LogicReg_1.5.9.tar.gz
lpSolve	5.6.13	lpSolve_5.6.13.tar.gz	https://cran.r-project.org/src/contrib/Archive/lpSolve/lpSolve_5.6.13.tar.gz
lsa	0.73.1	lsa_0.73.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/lsa/lsa_0.73.1.tar.gz
lsmeans	2.27-61	lsmeans_2.27-61.tar.gz	https://cran.r-project.org/src/contrib/Archive/lsmeans/lsmeans_2.27-61.tar.gz
lubridate	1.7.2	lubridate_1.7.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/lubridate/lubridate_1.7.2.tar.gz
magic	1.5-8	magic_1.5-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/magic/magic_1.5-8.tar.gz
magick	1.8	magick_1.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/magick/magick_1.8.tar.gz
magrittr	1.5	magrittr_1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/magrittr/magrittr_1.5.tar.gz
manipulateWidget	0.9.0	manipulateWidget_0.9.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/manipulateWidget/manipulateWidget_0.9.0.tar.gz
MAPA	2.0.4	MAPA_2.0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/MAPA/MAPA_2.0.4.tar.gz
mapdata	2.3.0	mapdata_2.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/mapdata/mapdata_2.3.0.tar.gz
mapproj	1.2.6	mapproj_1.2.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/mapproj/mapproj_1.2.6.tar.gz
maps	3.2.0	maps_3.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/maps/maps_3.2.0.tar.gz
maptools	0.9-2	maptools_0.9-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/maptools/maptools_0.9-2.tar.gz
maptree	1.4-7	maptree_1.4-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/maptree/maptree_1.4-7.tar.gz
mapview	2.3.0	mapview_2.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/mapview/mapview_2.3.0.tar.gz
marima	2.2	marima_2.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/marima/marima_2.2.tar.gz
markdown	0.8	markdown_0.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/markdown/markdown_0.8.tar.gz
MASS	7.3-49	MASS_7.3-49.tar.gz	https://cran.r-project.org/src/contrib/Archive/MASS/MASS_7.3-49.tar.gz
MasterBayes	2.55	MasterBayes_2.55.tar.gz	https://cran.r-project.org/src/contrib/Archive/MasterBayes/MasterBayes_2.55.tar.gz
Matching	4.9-5	Matching_4.9-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/Matching/Matching_4.9-5.tar.gz
MatchIt	3.0.2	MatchIt_3.0.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/MatchIt/MatchIt_3.0.2.tar.gz
matchmaker	0.1.1	matchmaker_0.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/matchmaker/matchmaker_0.1.1.tar.gz
Matrix	1.2-12	Matrix_1.2-12.tar.gz	https://cran.r-project.org/src/contrib/Archive/Matrix/Matrix_1.2-12.tar.gz
matrixcalc	1.0-3	matrixcalc_1.0-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/matrixcalc/matrixcalc_1.0-3.tar.gz
MatrixModels	0.4-1	MatrixModels_0.4-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/MatrixModels/MatrixModels_0.4-1.tar.gz
matrixStats	0.54.0	matrixStats_0.54.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/matrixStats/matrixStats_0.54.0.tar.gz
maxent	1.3.3.1	maxent_1.3.3.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/maxent/maxent_1.3.3.1.tar.gz
maxLik	1.3-4	maxLik_1.3-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/maxLik/maxLik_1.3-4.tar.gz
maxstat	0.7-25	maxstat_0.7-25.tar.gz	https://cran.r-project.org/src/contrib/Archive/maxstat/maxstat_0.7-25.tar.gz
mboost	2.8-1	mboost_2.8-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/mboost/mboost_2.8-1.tar.gz
mclust	5.4	mclust_5.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/mclust/mclust_5.4.tar.gz
mcmc	0.9-5	mcmc_0.9-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/mcmc/mcmc_0.9-5.tar.gz
MCMCglmm	2.25	MCMCglmm_2.25.tar.gz	https://cran.r-project.org/src/contrib/Archive/MCMCglmm/MCMCglmm_2.25.tar.gz
mda	0.4-10	mda_0.4-10.tar.gz	https://cran.r-project.org/src/contrib/Archive/mda/mda_0.4-10.tar.gz
memoise	1.1.0	memoise_1.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/memoise/memoise_1.1.0.tar.gz
merTools	0.3.0	merTools_0.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/merTools/merTools_0.3.0.tar.gz
meta	4.9-1	meta_4.9-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/meta/meta_4.9-1.tar.gz
metafor	2.0-0	metafor_2.0-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/metafor/metafor_2.0-0.tar.gz
methods	3.4.4	methods_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/methods/methods_3.4.4.tar.gz
metricsgraphics	0.9.0	metricsgraphics_0.9.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/metricsgraphics/metricsgraphics_0.9.0.tar.gz
mgcv	1.8-23	mgcv_1.8-23.tar.gz	https://cran.r-project.org/src/contrib/Archive/mgcv/mgcv_1.8-23.tar.gz
mgsub	1.7.1	mgsub_1.7.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/mgsub/mgsub_1.7.1.tar.gz
mi	1.0	mi_1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/mi/mi_1.0.tar.gz
mice	2.46.0	mice_2.46.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/mice/mice_2.46.0.tar.gz
microbenchmark	1.4-4	microbenchmark_1.4-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/microbenchmark/microbenchmark_1.4-4.tar.gz
MicrosoftR	3.4.4.0105	MicrosoftR_3.4.4.0105.tar.gz	https://cran.r-project.org/src/contrib/Archive/MicrosoftR/MicrosoftR_3.4.4.0105.tar.gz
mime	0.5	mime_0.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/mime/mime_0.5.tar.gz
miniCRAN	0.2.11	miniCRAN_0.2.11.tar.gz	https://cran.r-project.org/src/contrib/Archive/miniCRAN/miniCRAN_0.2.11.tar.gz
miniUI	0.1.1	miniUI_0.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/miniUI/miniUI_0.1.1.tar.gz
minpack.lm	1.2-1	minpack.lm_1.2-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/minpack.lm/minpack.lm_1.2-1.tar.gz
minqa	1.2.4	minqa_1.2.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/minqa/minqa_1.2.4.tar.gz
mirt	1.27.1	mirt_1.27.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/mirt/mirt_1.27.1.tar.gz
misc3d	0.8-4	misc3d_0.8-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/misc3d/misc3d_0.8-4.tar.gz
miscTools	0.6-22	miscTools_0.6-22.tar.gz	https://cran.r-project.org/src/contrib/Archive/miscTools/miscTools_0.6-22.tar.gz
mitools	2.3	mitools_2.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/mitools/mitools_2.3.tar.gz
mixtools	1.1.0	mixtools_1.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/mixtools/mixtools_1.1.0.tar.gz
mlapi	0.1.0	mlapi_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/mlapi/mlapi_0.1.0.tar.gz
mlbench	2.1-1	mlbench_2.1-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/mlbench/mlbench_2.1-1.tar.gz
mlogitBMA	0.1-6	mlogitBMA_0.1-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/mlogitBMA/mlogitBMA_0.1-6.tar.gz
mnormt	1.5-5	mnormt_1.5-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/mnormt/mnormt_1.5-5.tar.gz
MNP	3.1-0	MNP_3.1-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/MNP/MNP_3.1-0.tar.gz
ModelMetrics	1.1.0	ModelMetrics_1.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/ModelMetrics/ModelMetrics_1.1.0.tar.gz
modelr	0.1.1	modelr_0.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/modelr/modelr_0.1.1.tar.gz
modeltools	0.2-21	modeltools_0.2-21.tar.gz	https://cran.r-project.org/src/contrib/Archive/modeltools/modeltools_0.2-21.tar.gz
mombf	1.9.6	mombf_1.9.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/mombf/mombf_1.9.6.tar.gz
moments	0.14	moments_0.14.tar.gz	https://cran.r-project.org/src/contrib/Archive/moments/moments_0.14.tar.gz
monomvn	1.9-7	monomvn_1.9-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/monomvn/monomvn_1.9-7.tar.gz
monreg	0.1.3	monreg_0.1.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/monreg/monreg_0.1.3.tar.gz
mosaic	1.1.1	mosaic_1.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/mosaic/mosaic_1.1.1.tar.gz
mosaicCore	0.4.2	mosaicCore_0.4.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/mosaicCore/mosaicCore_0.4.2.tar.gz
mosaicData	0.16.0	mosaicData_0.16.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/mosaicData/mosaicData_0.16.0.tar.gz
MSBVAR	0.9-3	MSBVAR_0.9-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/MSBVAR/MSBVAR_0.9-3.tar.gz
msir	1.3.2	msir_1.3.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/msir/msir_1.3.2.tar.gz
msm	1.6.6	msm_1.6.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/msm/msm_1.6.6.tar.gz
multcomp	1.4-8	multcomp_1.4-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/multcomp/multcomp_1.4-8.tar.gz
multicool	0.1-10	multicool_0.1-10.tar.gz	https://cran.r-project.org/src/contrib/Archive/multicool/multicool_0.1-10.tar.gz
munsell	0.5.0	munsell_0.5.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/munsell/munsell_0.5.0.tar.gz
mvoutlier	2.0.9	mvoutlier_2.0.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/mvoutlier/mvoutlier_2.0.9.tar.gz
mvtnorm	1.0-7	mvtnorm_1.0-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/mvtnorm/mvtnorm_1.0-7.tar.gz
NbClust	3.0	NbClust_3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/NbClust/NbClust_3.0.tar.gz
ncvreg	3.9-1	ncvreg_3.9-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/ncvreg/ncvreg_3.9-1.tar.gz
network	1.13.0	network_1.13.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/network/network_1.13.0.tar.gz
networkD3	0.4	networkD3_0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/networkD3/networkD3_0.4.tar.gz
neuralnet	1.33	neuralnet_1.33.tar.gz	https://cran.r-project.org/src/contrib/Archive/neuralnet/neuralnet_1.33.tar.gz
ngram	3.0.4	ngram_3.0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/ngram/ngram_3.0.4.tar.gz
nlme	3.1-131.1	nlme_3.1-131.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/nlme/nlme_3.1-131.1.tar.gz
nloptr	1.0.4	nloptr_1.0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/nloptr/nloptr_1.0.4.tar.gz
NLP	0.1-11	NLP_0.1-11.tar.gz	https://cran.r-project.org/src/contrib/Archive/NLP/NLP_0.1-11.tar.gz
nls.multstart	1.2.0	nls.multstart_1.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/nls.multstart/nls.multstart_1.2.0.tar.gz
NMF	0.21.0	NMF_0.21.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/NMF/NMF_0.21.0.tar.gz
nnet	7.3-12	nnet_7.3-12.tar.gz	https://cran.r-project.org/src/contrib/Archive/nnet/nnet_7.3-12.tar.gz
nnls	1.4	nnls_1.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/nnls/nnls_1.4.tar.gz
nortest	1.0-4	nortest_1.0-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/nortest/nortest_1.0-4.tar.gz
numbers	0.6-6	numbers_0.6-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/numbers/numbers_0.6-6.tar.gz
numDeriv	2016.8-1	numDeriv_2016.8-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/numDeriv/numDeriv_2016.8-1.tar.gz
numform	0.4.0	numform_0.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/numform/numform_0.4.0.tar.gz
OceanView	1.0.4	OceanView_1.0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/OceanView/OceanView_1.0.4.tar.gz
openair	2.3-0	openair_2.3-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/openair/openair_2.3-0.tar.gz
openssl	1.0.1	openssl_1.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/openssl/openssl_1.0.1.tar.gz
osmar	1.1-7	osmar_1.1-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/osmar/osmar_1.1-7.tar.gz
outbreaks	1.5.0	outbreaks_1.5.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/outbreaks/outbreaks_1.5.0.tar.gz
OutlierDC	0.3-0	OutlierDC_0.3-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/OutlierDC/OutlierDC_0.3-0.tar.gz
OutlierDM	1.1.1	OutlierDM_1.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/OutlierDM/OutlierDM_1.1.1.tar.gz
outliers	0.14	outliers_0.14.tar.gz	https://cran.r-project.org/src/contrib/Archive/outliers/outliers_0.14.tar.gz
pacbpred	0.92.2	pacbpred_0.92.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/pacbpred/pacbpred_0.92.2.tar.gz
packcircles	0.3.3	packcircles_0.3.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/packcircles/packcircles_0.3.3.tar.gz
padr	0.4.0	padr_0.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/padr/padr_0.4.0.tar.gz
parallel	3.4.4	parallel_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/parallel/parallel_3.4.4.tar.gz
partitions	1.9-19	partitions_1.9-19.tar.gz	https://cran.r-project.org/src/contrib/Archive/partitions/partitions_1.9-19.tar.gz
party	1.2-4	party_1.2-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/party/party_1.2-4.tar.gz
partykit	1.2-0	partykit_1.2-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/partykit/partykit_1.2-0.tar.gz
PAWL	0.5	PAWL_0.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/PAWL/PAWL_0.5.tar.gz
pbapply	1.3-4	pbapply_1.3-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/pbapply/pbapply_1.3-4.tar.gz
pbivnorm	0.6.0	pbivnorm_0.6.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/pbivnorm/pbivnorm_0.6.0.tar.gz
pbkrtest	0.4-7	pbkrtest_0.4-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/pbkrtest/pbkrtest_0.4-7.tar.gz
PCAmixdata	3.1	PCAmixdata_3.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/PCAmixdata/PCAmixdata_3.1.tar.gz
pcaPP	1.9-73	pcaPP_1.9-73.tar.gz	https://cran.r-project.org/src/contrib/Archive/pcaPP/pcaPP_1.9-73.tar.gz
pdc	1.0.3	pdc_1.0.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/pdc/pdc_1.0.3.tar.gz
pegas	0.12	pegas_0.12.tar.gz	https://cran.r-project.org/src/contrib/Archive/pegas/pegas_0.12.tar.gz
PerformanceAnalytics	1.5.2	PerformanceAnalytics_1.5.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/PerformanceAnalytics/PerformanceAnalytics_1.5.2.tar.gz
permute	0.9-4	permute_0.9-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/permute/permute_0.9-4.tar.gz
perry	0.2.0	perry_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/perry/perry_0.2.0.tar.gz
petrinetR	0.1.0	petrinetR_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/petrinetR/petrinetR_0.1.0.tar.gz
pheatmap	1.0.8	pheatmap_1.0.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/pheatmap/pheatmap_1.0.8.tar.gz
