Package	Required_version	filename	downloadlink
sfsmisc	1.1-2	sfsmisc_1.1-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/sfsmisc/sfsmisc_1.1-2.tar.gz
sgeostat	1.0-27	sgeostat_1.0-27.tar.gz	https://cran.r-project.org/src/contrib/Archive/sgeostat/sgeostat_1.0-27.tar.gz
shape	1.4.4	shape_1.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/shape/shape_1.4.4.tar.gz
shapefiles	0.7	shapefiles_0.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/shapefiles/shapefiles_0.7.tar.gz
shiny	1.0.5	shiny_1.0.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/shiny/shiny_1.0.5.tar.gz
shinyBS	0.61	shinyBS_0.61.tar.gz	https://cran.r-project.org/src/contrib/Archive/shinyBS/shinyBS_0.61.tar.gz
shinycssloaders	0.2.0	shinycssloaders_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/shinycssloaders/shinycssloaders_0.2.0.tar.gz
shinyjs	1.0	shinyjs_1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/shinyjs/shinyjs_1.0.tar.gz
shinyTime	0.2.1	shinyTime_0.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/shinyTime/shinyTime_0.2.1.tar.gz
showtext	0.5-1	showtext_0.5-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/showtext/showtext_0.5-1.tar.gz
showtextdb	2.0	showtextdb_2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/showtextdb/showtextdb_2.0.tar.gz
SIS	0.8-6	SIS_0.8-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/SIS/SIS_0.8-6.tar.gz
SixSigma	0.9-51	SixSigma_0.9-51.tar.gz	https://cran.r-project.org/src/contrib/Archive/SixSigma/SixSigma_0.9-51.tar.gz
sjlabelled	1.0.8	sjlabelled_1.0.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/sjlabelled/sjlabelled_1.0.8.tar.gz
sjmisc	2.7.1	sjmisc_2.7.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/sjmisc/sjmisc_2.7.1.tar.gz
sjPlot	2.4.1	sjPlot_2.4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/sjPlot/sjPlot_2.4.1.tar.gz
sjstats	0.14.2-3	sjstats_0.14.2-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/sjstats/sjstats_0.14.2-3.tar.gz
skmeans	0.2-11	skmeans_0.2-11.tar.gz	https://cran.r-project.org/src/contrib/Archive/skmeans/skmeans_0.2-11.tar.gz
slam	0.1-42	slam_0.1-42.tar.gz	https://cran.r-project.org/src/contrib/Archive/slam/slam_0.1-42.tar.gz
sm	2.2-5.4	sm_2.2-5.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/sm/sm_2.2-5.4.tar.gz
smooth	2.4.1	smooth_2.4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/smooth/smooth_2.4.1.tar.gz
smoothSurv	2.0	smoothSurv_2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/smoothSurv/smoothSurv_2.0.tar.gz
sna	2.4	sna_2.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/sna/sna_2.4.tar.gz
snakecase	0.9.1	snakecase_0.9.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/snakecase/snakecase_0.9.1.tar.gz
snow	0.4-2	snow_0.4-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/snow/snow_0.4-2.tar.gz
SnowballC	0.5.1	SnowballC_0.5.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/SnowballC/SnowballC_0.5.1.tar.gz
snowFT	1.6-0	snowFT_1.6-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/snowFT/snowFT_1.6-0.tar.gz
sodium	1.1	sodium_1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/sodium/sodium_1.1.tar.gz
sourcetools	0.1.6	sourcetools_0.1.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/sourcetools/sourcetools_0.1.6.tar.gz
sp	1.2-7	sp_1.2-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/sp/sp_1.2-7.tar.gz
spacetime	1.2-1	spacetime_1.2-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/spacetime/spacetime_1.2-1.tar.gz
spacyr	0.9.6	spacyr_0.9.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/spacyr/spacyr_0.9.6.tar.gz
spam	2.1-3	spam_2.1-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/spam/spam_2.1-3.tar.gz
SparseM	1.77	SparseM_1.77.tar.gz	https://cran.r-project.org/src/contrib/Archive/SparseM/SparseM_1.77.tar.gz
sparsepp	0.2.0	sparsepp_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/sparsepp/sparsepp_0.2.0.tar.gz
spatial	7.3-11	spatial_7.3-11.tar.gz	https://cran.r-project.org/src/contrib/Archive/spatial/spatial_7.3-11.tar.gz
spatstat	1.55-0	spatstat_1.55-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/spatstat/spatstat_1.55-0.tar.gz
spatstat.data	1.2-0	spatstat.data_1.2-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/spatstat.data/spatstat.data_1.2-0.tar.gz
spatstat.utils	1.8-0	spatstat.utils_1.8-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/spatstat.utils/spatstat.utils_1.8-0.tar.gz
spBayes	0.4-1	spBayes_0.4-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/spBayes/spBayes_0.4-1.tar.gz
spData	0.2.8.3	spData_0.2.8.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/spData/spData_0.2.8.3.tar.gz
spdep	0.7-4	spdep_0.7-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/spdep/spdep_0.7-4.tar.gz
spikeslab	1.1.5	spikeslab_1.1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/spikeslab/spikeslab_1.1.5.tar.gz
splancs	2.01-40	splancs_2.01-40.tar.gz	https://cran.r-project.org/src/contrib/Archive/splancs/splancs_2.01-40.tar.gz
splines	3.4.4	splines_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/splines/splines_3.4.4.tar.gz
spls	2.2-2	spls_2.2-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/spls/spls_2.2-2.tar.gz
splus2R	1.2-2	splus2R_1.2-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/splus2R/splus2R_1.2-2.tar.gz
spTimer	3.0-1	spTimer_3.0-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/spTimer/spTimer_3.0-1.tar.gz
sqldf	0.4-11	sqldf_0.4-11.tar.gz	https://cran.r-project.org/src/contrib/Archive/sqldf/sqldf_0.4-11.tar.gz
SQUAREM	2017.10-1	SQUAREM_2017.10-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/SQUAREM/SQUAREM_2017.10-1.tar.gz
sROC	0.1-2	sROC_0.1-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/sROC/sROC_0.1-2.tar.gz
stabledist	0.7-1	stabledist_0.7-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/stabledist/stabledist_0.7-1.tar.gz
stabs	0.6-3	stabs_0.6-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/stabs/stabs_0.6-3.tar.gz
StanHeaders	2.17.2	StanHeaders_2.17.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/StanHeaders/StanHeaders_2.17.2.tar.gz
statmod	1.4.30	statmod_1.4.30.tar.gz	https://cran.r-project.org/src/contrib/Archive/statmod/statmod_1.4.30.tar.gz
statnet.common	4.0.0	statnet.common_4.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/statnet.common/statnet.common_4.0.0.tar.gz
stats	3.4.4	stats_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/stats/stats_3.4.4.tar.gz
stats4	3.4.4	stats4_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/stats4/stats4_3.4.4.tar.gz
stepPlr	0.93	stepPlr_0.93.tar.gz	https://cran.r-project.org/src/contrib/Archive/stepPlr/stepPlr_0.93.tar.gz
stinepack	1.4	stinepack_1.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/stinepack/stinepack_1.4.tar.gz
stochvol	1.3.3	stochvol_1.3.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/stochvol/stochvol_1.3.3.tar.gz
stopwords	0.9.0	stopwords_0.9.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/stopwords/stopwords_0.9.0.tar.gz
stringdist	0.9.4.7	stringdist_0.9.4.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/stringdist/stringdist_0.9.4.7.tar.gz
stringi	1.1.7	stringi_1.1.7.tar.gz	https://cran.r-project.org/src/contrib/Archive/stringi/stringi_1.1.7.tar.gz
stringr	1.3.0	stringr_1.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/stringr/stringr_1.3.0.tar.gz
strucchange	1.5-1	strucchange_1.5-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/strucchange/strucchange_1.5-1.tar.gz
stsm	1.9	stsm_1.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/stsm/stsm_1.9.tar.gz
stsm.class	1.3	stsm.class_1.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/stsm.class/stsm.class_1.3.tar.gz
sugrrants	0.2.4	sugrrants_0.2.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/sugrrants/sugrrants_0.2.4.tar.gz
sunburstR	2.0.0	sunburstR_2.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/sunburstR/sunburstR_2.0.0.tar.gz
SuppDists	1.1-9.4	SuppDists_1.1-9.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/SuppDists/SuppDists_1.1-9.4.tar.gz
survey	3.33-2	survey_3.33-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/survey/survey_3.33-2.tar.gz
survival	2.41-3	survival_2.41-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/survival/survival_2.41-3.tar.gz
survminer	0.4.6	survminer_0.4.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/survminer/survminer_0.4.6.tar.gz
survMisc	0.5.4	survMisc_0.5.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/survMisc/survMisc_0.5.4.tar.gz
svglite	1.2.1	svglite_1.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/svglite/svglite_1.2.1.tar.gz
svmpath	0.955	svmpath_0.955.tar.gz	https://cran.r-project.org/src/contrib/Archive/svmpath/svmpath_0.955.tar.gz
svUnit	0.7-12	svUnit_0.7-12.tar.gz	https://cran.r-project.org/src/contrib/Archive/svUnit/svUnit_0.7-12.tar.gz
sweep	0.2.1	sweep_0.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/sweep/sweep_0.2.1.tar.gz
sysfonts	0.7.2	sysfonts_0.7.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/sysfonts/sysfonts_0.7.2.tar.gz
systemfit	1.1-20	systemfit_1.1-20.tar.gz	https://cran.r-project.org/src/contrib/Archive/systemfit/systemfit_1.1-20.tar.gz
syuzhet	1.0.4	syuzhet_1.0.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/syuzhet/syuzhet_1.0.4.tar.gz
tau	0.0-20	tau_0.0-20.tar.gz	https://cran.r-project.org/src/contrib/Archive/tau/tau_0.0-20.tar.gz
tcltk	3.4.4	tcltk_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/tcltk/tcltk_3.4.4.tar.gz
tcltk2	1.2-11	tcltk2_1.2-11.tar.gz	https://cran.r-project.org/src/contrib/Archive/tcltk2/tcltk2_1.2-11.tar.gz
TeachingDemos	2.10	TeachingDemos_2.10.tar.gz	https://cran.r-project.org/src/contrib/Archive/TeachingDemos/TeachingDemos_2.10.tar.gz
tensor	1.5	tensor_1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/tensor/tensor_1.5.tar.gz
tensorA	0.36	tensorA_0.36.tar.gz	https://cran.r-project.org/src/contrib/Archive/tensorA/tensorA_0.36.tar.gz
testthat	2.0.0	testthat_2.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/testthat/testthat_2.0.0.tar.gz
text2vec	0.5.1	text2vec_0.5.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/text2vec/text2vec_0.5.1.tar.gz
textcat	1.0-5	textcat_1.0-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/textcat/textcat_1.0-5.tar.gz
textclean	0.9.3	textclean_0.9.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/textclean/textclean_0.9.3.tar.gz
textir	2.0-5	textir_2.0-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/textir/textir_2.0-5.tar.gz
textmineR	2.1.1	textmineR_2.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/textmineR/textmineR_2.1.1.tar.gz
textshape	1.6.0	textshape_1.6.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/textshape/textshape_1.6.0.tar.gz
tfplot	2015.12-1	tfplot_2015.12-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tfplot/tfplot_2015.12-1.tar.gz
tframe	2015.12-1	tframe_2015.12-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tframe/tframe_2015.12-1.tar.gz
tgp	2.4-14	tgp_2.4-14.tar.gz	https://cran.r-project.org/src/contrib/Archive/tgp/tgp_2.4-14.tar.gz
TH.data	1.0-8	TH.data_1.0-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/TH.data/TH.data_1.0-8.tar.gz
threejs	0.3.1	threejs_0.3.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/threejs/threejs_0.3.1.tar.gz
tibble	2.1.1	tibble_2.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tibble/tibble_2.1.1.tar.gz
tibbletime	0.1.1	tibbletime_0.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tibbletime/tibbletime_0.1.1.tar.gz
tidycensus	0.4.1	tidycensus_0.4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tidycensus/tidycensus_0.4.1.tar.gz
tidyr	1.0.0	tidyr_1.0.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/tidyr/tidyr_1.0.0.tar.gz
tidyselect	0.2.5	tidyselect_0.2.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/tidyselect/tidyselect_0.2.5.tar.gz
tidytext	0.1.8	tidytext_0.1.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/tidytext/tidytext_0.1.8.tar.gz
tidyverse	1.2.1	tidyverse_1.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tidyverse/tidyverse_1.2.1.tar.gz
tiff	0.1-5	tiff_0.1-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/tiff/tiff_0.1-5.tar.gz
tigris	0.6.2	tigris_0.6.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/tigris/tigris_0.6.2.tar.gz
timeDate	3043.102	timeDate_3043.102.tar.gz	https://cran.r-project.org/src/contrib/Archive/timeDate/timeDate_3043.102.tar.gz
timelineS	0.1.1	timelineS_0.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/timelineS/timelineS_0.1.1.tar.gz
timeSeries	3042.102	timeSeries_3042.102.tar.gz	https://cran.r-project.org/src/contrib/Archive/timeSeries/timeSeries_3042.102.tar.gz
timetk	0.1.0	timetk_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/timetk/timetk_0.1.0.tar.gz
timevis	0.5	timevis_0.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/timevis/timevis_0.5.tar.gz
tm	0.7-3	tm_0.7-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/tm/tm_0.7-3.tar.gz
tmap	1.11-1	tmap_1.11-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tmap/tmap_1.11-1.tar.gz
tmaptools	1.2-3	tmaptools_1.2-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/tmaptools/tmaptools_1.2-3.tar.gz
TMB	1.7.13	TMB_1.7.13.tar.gz	https://cran.r-project.org/src/contrib/Archive/TMB/TMB_1.7.13.tar.gz
tokenizers	0.2.1	tokenizers_0.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tokenizers/tokenizers_0.2.1.tar.gz
tools	3.4.4	tools_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/tools/tools_3.4.4.tar.gz
topicmodels	0.2-7	topicmodels_0.2-7.tar.gz	https://cran.r-project.org/src/contrib/Archive/topicmodels/topicmodels_0.2-7.tar.gz
TraMineR	2.0-8	TraMineR_2.0-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/TraMineR/TraMineR_2.0-8.tar.gz
translations	3.4.4	translations_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/translations/translations_3.4.4.tar.gz
tree	1.0-39	tree_1.0-39.tar.gz	https://cran.r-project.org/src/contrib/Archive/tree/tree_1.0-39.tar.gz
treemap	2.4-2	treemap_2.4-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/treemap/treemap_2.4-2.tar.gz
trelliscopejs	0.1.18	trelliscopejs_0.1.18.tar.gz	https://cran.r-project.org/src/contrib/Archive/trelliscopejs/trelliscopejs_0.1.18.tar.gz
trimcluster	0.1-2	trimcluster_0.1-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/trimcluster/trimcluster_0.1-2.tar.gz
truncnorm	1.0-8	truncnorm_1.0-8.tar.gz	https://cran.r-project.org/src/contrib/Archive/truncnorm/truncnorm_1.0-8.tar.gz
TSA	1.01	TSA_1.01.tar.gz	https://cran.r-project.org/src/contrib/Archive/TSA/TSA_1.01.tar.gz
tseries	0.10-43	tseries_0.10-43.tar.gz	https://cran.r-project.org/src/contrib/Archive/tseries/tseries_0.10-43.tar.gz
tsfa	2014.10-1	tsfa_2014.10-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tsfa/tsfa_2014.10-1.tar.gz
tsibble	0.8.5	tsibble_0.8.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/tsibble/tsibble_0.8.5.tar.gz
tsintermittent	1.9	tsintermittent_1.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/tsintermittent/tsintermittent_1.9.tar.gz
tsoutliers	0.6-6	tsoutliers_0.6-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/tsoutliers/tsoutliers_0.6-6.tar.gz
TSP	1.1-5	TSP_1.1-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/TSP/TSP_1.1-5.tar.gz
TSstudio	0.1.5	TSstudio_0.1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/TSstudio/TSstudio_0.1.5.tar.gz
TTR	0.23-3	TTR_0.23-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/TTR/TTR_0.23-3.tar.gz
tweedie	2.3.2	tweedie_2.3.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/tweedie/tweedie_2.3.2.tar.gz
tweenr	1.0.1	tweenr_1.0.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/tweenr/tweenr_1.0.1.tar.gz
twitteR	1.1.9	twitteR_1.1.9.tar.gz	https://cran.r-project.org/src/contrib/Archive/twitteR/twitteR_1.1.9.tar.gz
udpipe	0.5	udpipe_0.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/udpipe/udpipe_0.5.tar.gz
udunits2	0.13	udunits2_0.13.tar.gz	https://cran.r-project.org/src/contrib/Archive/udunits2/udunits2_0.13.tar.gz
units	0.6-2	units_0.6-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/units/units_0.6-2.tar.gz
UpSetR	1.3.3	UpSetR_1.3.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/UpSetR/UpSetR_1.3.3.tar.gz
urca	1.3-0	urca_1.3-0.tar.gz	https://cran.r-project.org/src/contrib/Archive/urca/urca_1.3-0.tar.gz
useful	1.2.3	useful_1.2.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/useful/useful_1.2.3.tar.gz
UsingR	2.0-5	UsingR_2.0-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/UsingR/UsingR_2.0-5.tar.gz
usmap	0.2.1	usmap_0.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/usmap/usmap_0.2.1.tar.gz
utf8	1.1.3	utf8_1.1.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/utf8/utf8_1.1.3.tar.gz
utils	3.4.4	utils_3.4.4.tar.gz	https://cran.r-project.org/src/contrib/Archive/utils/utils_3.4.4.tar.gz
uuid	0.1-2	uuid_0.1-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/uuid/uuid_0.1-2.tar.gz
V8	2.2	V8_2.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/V8/V8_2.2.tar.gz
vars	1.5-2	vars_1.5-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/vars/vars_1.5-2.tar.gz
vcd	1.4-4	vcd_1.4-4.tar.gz	https://cran.r-project.org/src/contrib/Archive/vcd/vcd_1.4-4.tar.gz
vctrs	0.2.0	vctrs_0.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/vctrs/vctrs_0.2.0.tar.gz
vdiffr	0.2.2	vdiffr_0.2.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/vdiffr/vdiffr_0.2.2.tar.gz
vegan	2.4-6	vegan_2.4-6.tar.gz	https://cran.r-project.org/src/contrib/Archive/vegan/vegan_2.4-6.tar.gz
VennDiagram	1.6.20	VennDiagram_1.6.20.tar.gz	https://cran.r-project.org/src/contrib/Archive/VennDiagram/VennDiagram_1.6.20.tar.gz
VGAM	1.0-5	VGAM_1.0-5.tar.gz	https://cran.r-project.org/src/contrib/Archive/VGAM/VGAM_1.0-5.tar.gz
VIF	1.0	VIF_1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/VIF/VIF_1.0.tar.gz
VIM	4.7.0	VIM_4.7.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/VIM/VIM_4.7.0.tar.gz
vioplot	0.2	vioplot_0.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/vioplot/vioplot_0.2.tar.gz
viridis	0.5.1	viridis_0.5.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/viridis/viridis_0.5.1.tar.gz
viridisLite	0.3.0	viridisLite_0.3.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/viridisLite/viridisLite_0.3.0.tar.gz
visNetwork	2.0.3	visNetwork_2.0.3.tar.gz	https://cran.r-project.org/src/contrib/Archive/visNetwork/visNetwork_2.0.3.tar.gz
vistime	0.4.0	vistime_0.4.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/vistime/vistime_0.4.0.tar.gz
waterfalls	0.1.2	waterfalls_0.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/waterfalls/waterfalls_0.1.2.tar.gz
wavethresh	4.6.8	wavethresh_4.6.8.tar.gz	https://cran.r-project.org/src/contrib/Archive/wavethresh/wavethresh_4.6.8.tar.gz
webshot	0.5.0	webshot_0.5.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/webshot/webshot_0.5.0.tar.gz
webutils	0.6	webutils_0.6.tar.gz	https://cran.r-project.org/src/contrib/Archive/webutils/webutils_0.6.tar.gz
weco	1.1	weco_1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/weco/weco_1.1.tar.gz
WeibullR	1.0.10	WeibullR_1.0.10.tar.gz	https://cran.r-project.org/src/contrib/Archive/WeibullR/WeibullR_1.0.10.tar.gz
weights	0.85	weights_0.85.tar.gz	https://cran.r-project.org/src/contrib/Archive/weights/weights_0.85.tar.gz
whisker	0.3-2	whisker_0.3-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/whisker/whisker_0.3-2.tar.gz
withr	2.1.2	withr_2.1.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/withr/withr_2.1.2.tar.gz
wmtsa	2.0-3	wmtsa_2.0-3.tar.gz	https://cran.r-project.org/src/contrib/Archive/wmtsa/wmtsa_2.0-3.tar.gz
wordcloud	2.5	wordcloud_2.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/wordcloud/wordcloud_2.5.tar.gz
wordcloud2	0.2.1	wordcloud2_0.2.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/wordcloud2/wordcloud2_0.2.1.tar.gz
xesreadR	0.2.2	xesreadR_0.2.2.tar.gz	https://cran.r-project.org/src/contrib/Archive/xesreadR/xesreadR_0.2.2.tar.gz
xgboost	0.6.4.1	xgboost_0.6.4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/xgboost/xgboost_0.6.4.1.tar.gz
XML	3.98-1.10	XML_3.98-1.10.tar.gz	https://cran.r-project.org/src/contrib/Archive/XML/XML_3.98-1.10.tar.gz
xml2	1.2.0	xml2_1.2.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/xml2/xml2_1.2.0.tar.gz
xplorerr	0.1.1	xplorerr_0.1.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/xplorerr/xplorerr_0.1.1.tar.gz
xtable	1.8-2	xtable_1.8-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/xtable/xtable_1.8-2.tar.gz
xts	0.10-2	xts_0.10-2.tar.gz	https://cran.r-project.org/src/contrib/Archive/xts/xts_0.10-2.tar.gz
yaml	2.1.18	yaml_2.1.18.tar.gz	https://cran.r-project.org/src/contrib/Archive/yaml/yaml_2.1.18.tar.gz
yarrr	0.1.5	yarrr_0.1.5.tar.gz	https://cran.r-project.org/src/contrib/Archive/yarrr/yarrr_0.1.5.tar.gz
YieldCurve	4.1	YieldCurve_4.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/YieldCurve/YieldCurve_4.1.tar.gz
zeallot	0.1.0	zeallot_0.1.0.tar.gz	https://cran.r-project.org/src/contrib/Archive/zeallot/zeallot_0.1.0.tar.gz
zic	0.9.1	zic_0.9.1.tar.gz	https://cran.r-project.org/src/contrib/Archive/zic/zic_0.9.1.tar.gz
zipfR	0.6-10	zipfR_0.6-10.tar.gz	https://cran.r-project.org/src/contrib/Archive/zipfR/zipfR_0.6-10.tar.gz
zoo	1.8-1	zoo_1.8-1.tar.gz	https://cran.r-project.org/src/contrib/Archive/zoo/zoo_1.8-1.tar.gz
